cat__Neighborhood_Blmngtn,cat__Neighborhood_Blueste,cat__Neighborhood_BrDale,cat__Neighborhood_BrkSide,cat__Neighborhood_ClearCr,cat__Neighborhood_CollgCr,cat__Neighborhood_Crawfor,cat__Neighborhood_Edwards,cat__Neighborhood_Gilbert,cat__Neighborhood_IDOTRR,cat__Neighborhood_MeadowV,cat__Neighborhood_Mitchel,cat__Neighborhood_NAmes,cat__Neighborhood_NPkVill,cat__Neighborhood_NWAmes,cat__Neighborhood_NoRidge,cat__Neighborhood_NridgHt,cat__Neighborhood_OldTown,cat__Neighborhood_SWISU,cat__Neighborhood_Sawyer,cat__Neighborhood_SawyerW,cat__Neighborhood_Somerst,cat__Neighborhood_StoneBr,cat__Neighborhood_Timber,cat__Neighborhood_Veenker,cat__MSZoning_C (all),cat__MSZoning_FV,cat__MSZoning_RH,cat__MSZoning_RL,cat__MSZoning_RM,Id,LotArea,GrLivArea,TotalBsmtSF,1stFlrSF,2ndFlrSF,GarageArea,WoodDeckSF,YearBuilt,OverallQual,OverallCond,ExterQual,KitchenQual,remainder__GarageQual,remainder__BsmtQual,remainder__YearRemodAdd,remainder__GarageYrBlt,remainder__Fireplaces,remainder__FullBath,remainder__FullBath,remainder__BedroomAbvGr,remainder__KitchenAbvGr,SalePrice,remainder__GarageCars,remainder__BsmtFinSF1,TotalBsmtSF,remainder__TotRmsAbvGrd,GarageArea
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,311,7685,1501,697,697,804,420,190,1993,6,5,3,4,3,4,1994,1993.0,1,2,2,3,1,165600,2,518,697,6,420
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,312,8000,972,972,972,0,240,0,1948,6,6,3,3,3,3,2002,1948.0,1,1,1,2,1,132000,1,680,972,5,240
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,313,7800,1118,793,793,325,410,0,1939,5,7,3,3,3,4,1950,1939.0,1,1,1,3,1,119900,2,507,793,5,410
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,314,215245,2036,2136,2036,0,513,0,1965,7,5,3,3,3,4,1965,1965.0,2,2,2,3,1,375000,2,1236,2136,8,513
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,315,9600,1641,728,832,809,546,0,1925,7,7,3,5,2,3,1990,1925.0,1,1,1,3,1,178000,2,16,728,6,546
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,316,7795,1432,716,716,716,432,100,2004,7,5,4,4,3,4,2005,2004.0,1,2,2,3,1,188500,2,425,716,6,432
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,317,13005,2353,845,1153,1200,484,288,1980,7,7,4,5,3,4,1980,1983.0,1,2,2,4,1,260000,2,692,845,10,484
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,318,9000,1959,1088,1088,871,1025,208,2006,8,5,4,4,3,4,2006,2006.0,1,2,2,3,1,270000,3,0,1088,8,1025
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,319,9900,2646,1347,1372,1274,656,340,1993,7,5,4,4,3,4,1993,1993.0,1,2,2,4,1,260000,3,987,1347,9,656
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,320,14115,1472,1372,1472,0,588,233,1980,7,5,3,3,3,4,1980,1980.0,2,2,2,3,1,187500,2,1036,1372,6,588
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,321,16259,2596,1249,1249,1347,840,240,2006,9,5,3,4,3,5,2006,2006.0,0,3,3,4,1,342643,3,0,1249,9,840
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,322,12099,2468,1136,1136,1332,872,184,2004,8,5,4,4,3,5,2004,2004.0,1,2,2,4,1,354000,3,970,1136,10,872
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,323,10380,2730,1502,1553,1177,576,201,1986,7,5,4,4,3,3,1987,1987.0,1,2,2,4,1,301000,2,28,1502,8,576
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,324,5820,1163,1162,1163,0,220,142,1955,3,8,3,3,2,3,2005,1955.0,0,1,1,3,1,126175,1,256,1162,6,220
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,325,11275,2978,710,1898,1080,564,240,1967,7,7,4,4,3,4,2007,1961.0,1,2,2,5,1,242000,2,0,710,11,564
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,326,5000,803,720,803,0,360,0,1941,5,6,3,3,3,3,1950,1941.0,0,1,1,2,1,87000,2,116,720,5,360
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,327,10846,1719,1719,1719,0,473,122,1993,8,5,4,4,3,4,1993,1993.0,2,1,1,1,1,324000,2,1619,1719,6,473
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,328,11600,1383,1383,1383,0,292,0,1960,6,5,3,3,3,3,1960,1960.0,0,1,1,3,1,145250,1,565,1383,7,292
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,329,11888,2134,844,1445,689,441,0,1916,6,6,3,4,3,3,1994,1930.0,0,2,2,5,1,214500,2,0,844,10,441
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,330,6402,1192,596,596,596,189,0,1920,5,5,3,3,2,3,1950,1920.0,0,1,1,3,1,78000,1,0,596,6,189
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,331,10624,1728,1728,1728,0,352,155,1964,5,4,3,3,3,3,1964,2002.0,0,2,2,6,2,119000,1,40,1728,10,352
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,332,8176,1056,1056,1056,0,308,0,1958,5,6,3,3,3,3,1992,1958.0,0,1,1,3,1,139000,1,846,1056,6,308
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,333,10655,1629,3206,1629,0,880,0,2003,8,5,4,4,3,4,2004,2003.0,1,2,2,3,1,284000,3,1124,3206,7,880
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,334,8198,1358,1358,1358,0,484,192,2004,7,5,4,4,3,4,2004,2004.0,1,2,2,2,1,207000,2,720,1358,6,484
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,335,9042,1638,943,943,695,472,100,1998,6,5,3,3,3,4,1998,1998.0,2,2,2,3,1,192000,2,828,943,7,472
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,336,164660,1786,1499,1619,167,529,670,1965,5,6,3,3,3,3,1965,1965.0,2,2,2,3,1,228950,2,1249,1499,7,529
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,337,14157,1922,1922,1922,0,676,178,2005,9,5,4,4,3,5,2006,2005.0,1,2,2,3,1,377426,3,1249,1922,8,676
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,338,9135,1536,1536,1536,0,532,192,2002,7,5,4,4,3,4,2003,2002.0,0,2,2,3,1,214000,2,810,1536,7,532
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,339,14145,1621,1208,1621,0,440,108,1984,7,7,4,4,3,4,1998,1984.0,0,2,2,3,1,202500,2,213,1208,8,440
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,340,12400,1215,1215,1215,0,297,0,1958,6,7,3,3,3,3,1998,1958.0,0,1,1,3,1,155000,1,585,1215,6,297
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,341,14191,1908,967,993,915,431,135,2002,8,5,4,4,3,4,2002,2002.0,0,2,2,4,1,202900,2,0,967,9,431
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,342,8400,841,721,841,0,294,250,1950,4,4,2,3,3,3,1950,1950.0,0,1,1,2,1,82000,1,0,721,4,294
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,344,8849,1684,1684,1684,0,564,495,2005,9,5,5,5,3,5,2005,2005.0,1,2,2,2,1,266000,2,28,1684,6,564
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,345,2592,1112,536,536,576,336,182,1976,5,3,3,3,3,4,1976,1976.0,0,1,1,3,1,85000,1,129,536,4,336
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,346,6435,1577,972,972,605,312,0,1939,6,5,3,2,3,3,1950,1939.0,1,1,1,3,1,140200,1,0,972,6,312
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,347,12772,958,958,958,0,301,0,1960,6,8,3,3,3,3,1998,1960.0,0,1,1,2,1,151500,1,498,958,5,301
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,348,17600,1478,1478,1478,0,498,0,1960,6,5,3,3,3,3,1960,1960.0,2,2,2,3,1,157500,2,1270,1478,6,498
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,349,2448,1626,764,764,862,474,0,2003,7,5,4,4,3,4,2004,2003.0,0,2,2,2,1,154000,2,573,764,6,474
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,350,20431,2728,1848,1848,880,706,0,2005,9,5,5,5,3,5,2006,2006.0,2,2,2,4,1,437154,3,1410,1848,10,706
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,351,7820,1869,1869,1869,0,617,210,2007,9,5,5,5,3,5,2007,2007.0,1,2,2,2,1,318061,2,0,1869,6,617
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,352,5271,1453,1453,1453,0,445,0,1986,7,5,3,4,3,4,1986,1986.0,1,1,1,2,1,190000,2,1082,1453,6,445
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,353,9084,1111,616,616,495,200,48,1941,5,6,3,3,3,3,1950,1941.0,0,1,1,3,1,95000,1,236,616,5,200
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,354,8520,720,624,720,0,484,106,1928,6,8,3,3,3,3,2003,2005.0,0,1,1,2,1,105900,2,0,624,5,484
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,355,8400,1595,940,1192,403,240,0,1940,6,5,3,3,3,3,2000,1940.0,2,1,1,2,1,140000,1,388,940,6,240
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,356,11249,1200,1200,1200,0,521,0,1995,6,5,4,4,3,4,1995,1995.0,0,2,2,3,1,177500,2,334,1200,6,521
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,357,9248,1167,1158,1167,0,400,120,1992,6,6,3,4,3,4,1992,1992.0,0,2,2,3,1,173000,2,560,1158,6,400
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,358,4224,1142,1142,1142,0,528,536,1976,5,5,3,3,3,4,1976,1976.0,1,1,1,3,1,134000,2,874,1142,6,528
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,359,6930,1352,1062,1352,0,288,168,1958,5,4,3,4,3,3,1958,1958.0,0,1,1,3,1,130000,1,300,1062,6,288
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,360,12011,1924,1086,1086,838,592,208,1998,8,5,4,4,3,4,1998,1998.0,1,2,2,3,1,280000,2,956,1086,7,592
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,361,7540,912,888,912,0,470,0,1978,6,6,3,3,3,4,1978,1978.0,1,1,1,2,1,156000,2,773,888,5,470
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,362,9144,1505,883,988,517,240,0,1940,5,5,3,3,3,3,1982,1940.0,0,1,1,3,1,145000,1,399,883,8,240
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,364,1680,987,483,483,504,264,250,1972,6,8,3,4,3,3,2007,1972.0,0,1,1,2,1,118000,1,162,483,5,264
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,365,18800,1574,796,790,784,566,306,1976,6,5,3,3,3,4,1976,1976.0,1,2,2,3,1,190000,2,712,796,6,566
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,366,10690,1344,672,672,672,468,0,1920,5,7,3,3,3,3,1997,1964.0,0,1,1,3,1,147000,1,456,672,6,468
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,367,9500,1394,1394,1394,0,514,0,1963,6,5,3,3,3,4,1963,1963.0,2,1,1,3,1,159000,2,609,1394,6,514
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,368,9150,1431,1099,1431,0,296,64,1962,6,5,3,3,3,4,1962,1962.0,1,1,1,3,1,165000,1,371,1099,6,296
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,369,7800,1268,1268,1268,0,244,0,1954,5,6,3,3,3,3,1954,1954.0,1,1,1,2,1,132000,1,540,1268,7,244
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,370,9830,1287,1063,1287,0,576,364,1959,5,7,3,4,3,3,2006,1997.0,1,1,1,3,1,162000,2,72,1063,7,576
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,371,8121,1664,953,953,711,460,100,2000,6,5,3,3,3,4,2000,2000.0,1,2,2,3,1,172400,2,0,953,7,460
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,373,7175,752,744,752,0,264,353,1984,6,5,3,3,3,4,1984,1984.0,0,1,1,2,1,125000,1,623,744,4,264
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,374,10634,1319,608,1319,0,270,66,1953,5,6,3,3,3,3,1953,1953.0,0,1,1,3,1,123000,1,428,608,5,270
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,375,8200,1928,847,847,1081,434,100,2003,7,5,4,4,3,4,2004,2003.0,1,2,2,4,1,219500,2,0,847,8,434
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,377,8846,914,870,914,0,576,0,1996,5,5,4,3,3,4,1996,1998.0,0,1,1,2,1,148000,2,298,870,5,576
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,378,11143,2466,1580,1580,886,610,159,2004,8,5,4,4,3,4,2005,2004.0,1,3,3,4,1,340000,2,0,1580,8,610
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,379,11394,1856,1856,1856,0,834,113,2010,9,2,4,5,3,5,2010,2010.0,1,1,1,1,1,394432,3,1445,1856,8,834
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,380,8123,1800,982,1007,793,463,100,2000,6,5,3,3,3,4,2000,2000.0,1,2,2,3,1,179000,2,0,982,7,463
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,381,5000,1691,1026,1026,665,308,0,1924,5,6,3,4,3,3,1950,1924.0,1,2,2,3,1,127000,1,218,1026,6,308
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,382,7200,1301,1293,1301,0,572,216,2006,7,5,4,4,3,4,2006,2006.0,1,2,2,2,1,187750,2,0,1293,5,572
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,383,9245,1797,939,939,858,639,144,2006,7,5,4,4,3,4,2006,2006.0,0,2,2,3,1,213500,2,0,939,8,639
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,384,9000,784,784,784,0,360,0,1928,6,3,3,3,2,2,1950,1950.0,0,1,1,2,1,76000,2,0,784,5,360
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,385,53107,1953,1580,1079,874,501,216,1992,6,5,4,4,3,4,1992,1992.0,2,2,2,3,1,240000,2,985,1580,9,501
